Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Audi RS5,140.75,9.5,4,Luxury,Petrol,Automatic,Used,Sports,Grey,Not Recommended
Bentley Continental GT,198.14,14.0,4,Luxury,Diesel,Manual,Used,Luxury,Red,Recommended
BMW M5,115.92,9.6,4,Luxury,Hybrid,Manual,New,Luxury,White,Recommended
BMW M5,122.14,7.0,4,Luxury,Hybrid,Manual,Used,Sports,Blue,Recommended
BMW M5,179.54,9.9,4,Luxury,Petrol,Automatic,New,Luxury,Red,Recommended
Jaguar XF,150.32,14.8,2,Luxury,Hybrid,Manual,New,Sports,Grey,Recommended
Lexus LC500h,70.16,13.7,2,Luxury,Hybrid,Manual,New,Luxury,Red,Not Recommended
Audi RS5,207.17,8.6,5,Luxury,Petrol,Manual,New,Sports,Blue,Recommended
Mercedes AMG GT,286.52,6.1,4,Luxury,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Lexus LC500h,126.3,7.2,4,Luxury,Diesel,Automatic,Used,Family,Red,Not Recommended
Ferrari Roma,98.77,8.2,5,Luxury,Petrol,Manual,New,Luxury,Blue,Recommended
Rolls-Royce Phantom,190.78,8.5,4,Luxury,Diesel,Automatic,New,Sports,Red,Recommended
Jaguar F-Type,78.45,7.8,4,Luxury,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Audi RS5,272.53,12.8,2,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
Lamborghini Huracan,222.43,9.9,4,Luxury,Diesel,Manual,New,Luxury,Red,Not Recommended
BMW Z4,187.1,12.4,5,Luxury,Diesel,Manual,Used,Luxury,Blue,Recommended
Jaguar XF,209.96,11.0,4,Luxury,Hybrid,Automatic,New,Family,Grey,Not Recommended
Bentley Continental GT,144.15,9.3,5,Luxury,Hybrid,Automatic,Used,Luxury,Blue,Not Recommended
BMW M5,275.78,7.1,4,Luxury,Diesel,Manual,New,Luxury,Blue,Not Recommended
Mercedes S-Class,97.36,11.7,5,Luxury,Hybrid,Automatic,Used,Sports,Grey,Recommended
Land Rover Range Rover,57.57,14.8,5,Luxury,Diesel,Manual,Used,Family,Grey,Not Recommended
Land Rover Range Rover,235.47,13.0,2,Luxury,Petrol,Automatic,New,Sports,Red,Not Recommended
BMW Z4,296.33,5.7,4,Luxury,Diesel,Automatic,New,Sports,White,Recommended
Jaguar F-Type,119.63,7.7,2,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Porsche 911,120.24,6.4,2,Luxury,Petrol,Automatic,New,Sports,Red,Not Recommended
Audi A8L,165.67,9.6,5,Luxury,Diesel,Automatic,New,Family,Blue,Recommended
Porsche 911,171.48,6.9,2,Luxury,Diesel,Manual,Used,Family,Blue,Recommended
Porsche Cayenne,151.2,7.0,4,Luxury,Diesel,Manual,Used,Family,Red,Recommended
BMW M4,256.1,13.0,2,Luxury,Diesel,Automatic,New,Family,Red,Not Recommended
Jaguar XF,170.31,10.1,4,Luxury,Diesel,Manual,Used,Sports,Blue,Not Recommended
BMW M5,153.5,9.1,2,Luxury,Diesel,Manual,Used,Luxury,Blue,Recommended
Rolls-Royce Phantom,173.57,10.2,5,Luxury,Hybrid,Manual,New,Luxury,Black,Not Recommended
Porsche Cayenne,206.04,7.9,5,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Recommended
Porsche 911,168.06,7.0,5,Luxury,Diesel,Manual,Used,Luxury,Red,Not Recommended
Range Rover Sport,44.55,14.0,2,Luxury,Diesel,Manual,Used,Luxury,Grey,Not Recommended
Rolls-Royce Phantom,143.96,9.3,4,Luxury,Hybrid,Automatic,Used,Family,White,Not Recommended
Rolls-Royce Ghost,146.37,8.6,4,Luxury,Petrol,Manual,Used,Luxury,Red,Recommended
BMW Z4,61.55,12.8,4,Luxury,Petrol,Manual,Used,Family,Blue,Not Recommended
Lamborghini Huracan,114.83,6.5,4,Luxury,Petrol,Automatic,Used,Luxury,Red,Recommended
Porsche Cayenne,243.67,9.2,4,Luxury,Hybrid,Automatic,Used,Sports,Red,Not Recommended
Range Rover Sport,139.25,14.5,2,Luxury,Hybrid,Manual,New,Luxury,Red,Not Recommended
Lamborghini Huracan,58.86,8.3,2,Luxury,Petrol,Manual,Used,Luxury,Red,Not Recommended
Jaguar XF,97.92,9.2,5,Luxury,Diesel,Automatic,New,Sports,Red,Recommended
BMW M4,249.39,7.6,2,Luxury,Hybrid,Automatic,New,Sports,Red,Not Recommended
Porsche Panamera,150.99,5.9,5,Luxury,Petrol,Automatic,Used,Luxury,Grey,Recommended
Audi RS7,103.32,13.3,2,Luxury,Petrol,Manual,New,Luxury,Grey,Recommended
BMW M4,104.27,6.6,4,Luxury,Hybrid,Manual,Used,Luxury,Black,Not Recommended
Lexus LC500h,193.35,9.8,2,Luxury,Petrol,Manual,Used,Family,Black,Recommended
Bentley Continental GT,138.62,13.9,5,Luxury,Hybrid,Manual,Used,Sports,Red,Recommended
Lexus LC500h,290.59,6.8,4,Luxury,Diesel,Automatic,New,Luxury,White,Recommended
Jaguar F-Type,194.39,12.8,2,Luxury,Hybrid,Manual,New,Family,Grey,Recommended
Jaguar XF,32.63,10.5,2,Luxury,Petrol,Manual,Used,Luxury,Blue,Recommended
Mercedes S-Class,227.28,14.2,2,Luxury,Hybrid,Manual,Used,Sports,Blue,Not Recommended
Audi A8L,92.79,7.7,2,Luxury,Petrol,Manual,Used,Sports,Red,Recommended
Porsche Panamera,31.05,9.1,4,Luxury,Diesel,Automatic,New,Sports,White,Recommended
Lamborghini Huracan,47.55,11.3,4,Luxury,Hybrid,Manual,Used,Luxury,Black,Recommended
Land Rover Range Rover,92.35,9.1,4,Luxury,Hybrid,Manual,Used,Luxury,Grey,Recommended
Mercedes S-Class,176.65,13.1,2,Luxury,Petrol,Automatic,New,Luxury,Grey,Recommended
Audi RS5,290.4,8.5,4,Luxury,Diesel,Automatic,Used,Family,Red,Recommended
Porsche 911,189.28,14.4,2,Luxury,Petrol,Automatic,Used,Sports,Black,Not Recommended
Ferrari Roma,60.8,7.9,5,Luxury,Petrol,Manual,Used,Sports,Blue,Recommended
Mercedes AMG GT,50.51,6.9,2,Luxury,Petrol,Manual,Used,Luxury,Red,Recommended
Land Rover Range Rover,129.4,13.3,4,Luxury,Diesel,Manual,Used,Family,Red,Recommended
Audi RS7,69.99,14.8,5,Luxury,Petrol,Manual,New,Family,White,Not Recommended
Porsche Cayenne,117.72,12.8,4,Luxury,Petrol,Automatic,Used,Family,Blue,Recommended
Land Rover Range Rover,63.37,8.0,5,Luxury,Petrol,Manual,Used,Family,Red,Recommended
Mercedes S-Class,165.13,10.2,5,Luxury,Petrol,Manual,New,Luxury,Red,Not Recommended
Audi RS5,142.62,10.5,2,Luxury,Diesel,Automatic,New,Sports,White,Recommended
BMW Z4,92.08,13.0,5,Luxury,Hybrid,Automatic,New,Sports,Black,Not Recommended
Jaguar XF,137.22,8.9,2,Luxury,Diesel,Manual,Used,Sports,Blue,Not Recommended
Lexus LC500h,258.34,7.8,4,Luxury,Petrol,Manual,Used,Luxury,Black,Recommended
Lexus LC500h,105.01,8.0,4,Luxury,Hybrid,Automatic,New,Family,Black,Not Recommended
Porsche 911,244.98,13.4,5,Luxury,Diesel,Manual,New,Luxury,White,Recommended
Porsche Panamera,89.13,8.2,4,Luxury,Hybrid,Manual,Used,Sports,Grey,Not Recommended
Jaguar F-Type,54.93,5.4,5,Luxury,Hybrid,Manual,New,Sports,Blue,Not Recommended
Lexus LC500h,172.36,12.5,2,Luxury,Hybrid,Manual,Used,Sports,Black,Not Recommended
BMW M5,115.26,10.5,4,Luxury,Petrol,Automatic,New,Sports,Black,Recommended
Land Rover Range Rover,165.14,5.7,5,Luxury,Diesel,Manual,New,Sports,Grey,Recommended
Jaguar F-Type,298.35,9.1,5,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Jaguar F-Type,238.97,7.2,5,Luxury,Hybrid,Manual,New,Family,Grey,Not Recommended
Ferrari Roma,112.4,12.8,5,Luxury,Petrol,Automatic,New,Family,Black,Not Recommended
Audi RS7,138.02,12.4,2,Luxury,Petrol,Automatic,Used,Luxury,White,Not Recommended
Lamborghini Huracan,244.06,6.3,5,Luxury,Petrol,Automatic,Used,Sports,Red,Recommended
Audi A8L,264.76,11.3,2,Luxury,Diesel,Manual,Used,Sports,Black,Not Recommended
Rolls-Royce Ghost,260.5,11.5,4,Luxury,Hybrid,Automatic,New,Family,Black,Not Recommended
Audi A8L,279.0,8.9,2,Luxury,Petrol,Automatic,New,Family,Grey,Not Recommended
Rolls-Royce Phantom,93.39,11.2,4,Luxury,Diesel,Automatic,New,Family,White,Recommended
Rolls-Royce Ghost,134.37,7.0,5,Luxury,Petrol,Manual,New,Sports,Grey,Recommended
Jaguar XF,133.82,8.5,2,Luxury,Hybrid,Manual,Used,Family,Red,Recommended
Porsche Cayenne,239.06,8.7,5,Luxury,Petrol,Manual,New,Sports,Red,Recommended
Lexus LC500h,124.52,12.5,5,Luxury,Petrol,Manual,New,Family,Blue,Recommended
Rolls-Royce Ghost,49.48,14.2,2,Luxury,Diesel,Automatic,Used,Family,Black,Not Recommended
Porsche Panamera,284.51,10.1,4,Luxury,Diesel,Manual,Used,Luxury,Grey,Not Recommended
Jaguar F-Type,80.65,11.0,5,Luxury,Hybrid,Automatic,Used,Sports,Black,Not Recommended
BMW M5,221.6,11.9,4,Luxury,Diesel,Automatic,New,Sports,Black,Not Recommended
Mercedes S-Class,295.53,12.3,5,Luxury,Diesel,Automatic,Used,Luxury,Blue,Recommended
Jaguar F-Type,35.74,8.1,5,Luxury,Petrol,Manual,New,Sports,Red,Not Recommended
Audi A8L,226.51,9.2,5,Luxury,Diesel,Automatic,Used,Family,Grey,Not Recommended
Land Rover Range Rover,129.23,8.2,2,Luxury,Diesel,Manual,New,Luxury,Black,Recommended
Ferrari Roma,131.65,7.2,4,Luxury,Diesel,Automatic,Used,Luxury,White,Not Recommended
Rolls-Royce Phantom,285.73,9.2,5,Luxury,Diesel,Manual,Used,Sports,Red,Recommended
Lamborghini Huracan,159.44,10.7,5,Luxury,Hybrid,Automatic,Used,Luxury,Red,Not Recommended
Aston Martin Vantage,236.78,9.6,4,Luxury,Hybrid,Automatic,New,Family,Blue,Recommended
Lamborghini Huracan,196.11,14.8,5,Luxury,Diesel,Automatic,New,Family,Red,Recommended
Land Rover Range Rover,91.01,5.3,5,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Land Rover Range Rover,123.4,10.8,4,Luxury,Petrol,Automatic,New,Family,Red,Recommended
Lexus LC500h,166.07,5.9,5,Luxury,Diesel,Automatic,Used,Luxury,Black,Not Recommended
Bentley Continental GT,204.62,6.2,2,Luxury,Petrol,Automatic,Used,Luxury,Red,Recommended
Jaguar F-Type,251.45,7.7,5,Luxury,Diesel,Automatic,New,Sports,Black,Recommended
Range Rover Sport,210.88,7.1,5,Luxury,Diesel,Manual,Used,Luxury,Red,Recommended
Audi RS7,217.78,6.0,5,Luxury,Diesel,Automatic,New,Family,Black,Recommended
Audi A8L,56.02,6.7,2,Luxury,Diesel,Manual,New,Luxury,Grey,Not Recommended
Audi A8L,154.51,5.2,2,Luxury,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Ferrari Roma,111.92,10.4,4,Luxury,Diesel,Manual,Used,Luxury,Black,Not Recommended
Range Rover Sport,79.62,10.4,2,Luxury,Hybrid,Manual,Used,Family,Blue,Not Recommended
Ferrari Roma,123.39,14.9,2,Luxury,Diesel,Manual,New,Luxury,Grey,Not Recommended
Bentley Continental GT,171.07,13.1,5,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
Porsche Cayenne,228.03,9.9,2,Luxury,Hybrid,Manual,Used,Luxury,White,Not Recommended
Audi RS5,30.94,12.7,2,Luxury,Petrol,Automatic,New,Family,Black,Not Recommended
Porsche Panamera,183.7,10.5,2,Luxury,Diesel,Manual,Used,Sports,Red,Not Recommended
BMW M4,123.88,9.2,2,Luxury,Petrol,Manual,New,Family,Blue,Recommended
BMW Z4,59.67,11.5,2,Luxury,Hybrid,Automatic,Used,Sports,White,Not Recommended
BMW M4,176.82,11.1,4,Luxury,Hybrid,Manual,New,Luxury,Grey,Recommended
Lexus LC500h,116.24,9.3,2,Luxury,Petrol,Manual,Used,Luxury,Grey,Not Recommended
Porsche 911,273.25,11.0,5,Luxury,Petrol,Manual,New,Family,Grey,Not Recommended
Ferrari Roma,162.22,9.7,4,Luxury,Diesel,Manual,New,Family,Grey,Not Recommended
Rolls-Royce Ghost,91.0,9.4,2,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
Ferrari Roma,248.96,10.5,4,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Aston Martin Vantage,234.99,8.5,5,Luxury,Hybrid,Manual,Used,Luxury,Grey,Not Recommended
Audi RS7,186.91,11.7,2,Luxury,Diesel,Manual,New,Sports,Black,Not Recommended
BMW Z4,173.92,12.6,5,Luxury,Diesel,Automatic,New,Family,Blue,Recommended
Jaguar XF,254.21,14.1,5,Luxury,Hybrid,Automatic,New,Sports,Grey,Not Recommended
BMW M5,243.66,12.4,2,Luxury,Petrol,Automatic,New,Family,Blue,Not Recommended
Porsche 911,203.87,6.0,2,Luxury,Hybrid,Automatic,Used,Family,Blue,Not Recommended
Jaguar F-Type,196.95,11.2,4,Luxury,Diesel,Automatic,Used,Sports,Black,Not Recommended
Mercedes AMG GT,47.46,6.9,4,Luxury,Hybrid,Automatic,New,Family,White,Recommended
Bentley Continental GT,159.61,14.4,5,Luxury,Petrol,Automatic,Used,Sports,White,Not Recommended
Ferrari Roma,119.43,11.8,2,Luxury,Diesel,Manual,Used,Family,Red,Recommended
Mercedes AMG GT,248.21,6.1,5,Luxury,Hybrid,Manual,New,Sports,Black,Not Recommended
Audi A8L,192.26,14.9,5,Luxury,Hybrid,Manual,New,Family,White,Not Recommended
Audi A8L,140.14,5.9,2,Luxury,Hybrid,Automatic,Used,Sports,Blue,Recommended
Porsche 911,88.33,5.2,4,Luxury,Hybrid,Manual,Used,Luxury,Red,Recommended
Porsche 911,186.2,8.2,4,Luxury,Petrol,Automatic,New,Luxury,Blue,Recommended
Porsche Cayenne,36.81,6.2,4,Luxury,Diesel,Manual,Used,Sports,Blue,Recommended
Porsche 911,270.36,13.5,5,Luxury,Diesel,Automatic,Used,Family,Red,Not Recommended
BMW M5,250.91,7.0,2,Luxury,Diesel,Automatic,Used,Family,Blue,Recommended
Porsche Cayenne,212.61,6.2,2,Luxury,Petrol,Manual,New,Luxury,Blue,Recommended
Jaguar XF,100.77,6.8,5,Luxury,Hybrid,Manual,New,Family,Blue,Not Recommended
Ferrari Roma,230.2,11.1,2,Luxury,Diesel,Manual,New,Sports,White,Not Recommended
Rolls-Royce Phantom,268.78,13.8,2,Luxury,Diesel,Manual,Used,Family,Blue,Not Recommended
Jaguar F-Type,133.25,5.7,2,Luxury,Diesel,Automatic,Used,Luxury,Red,Recommended
Lexus LC500h,38.81,9.5,2,Luxury,Diesel,Automatic,New,Luxury,Black,Recommended
BMW M5,98.39,5.9,5,Luxury,Hybrid,Automatic,Used,Sports,Blue,Not Recommended
BMW M5,175.93,10.1,4,Luxury,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Rolls-Royce Ghost,151.45,12.9,2,Luxury,Diesel,Automatic,New,Sports,Blue,Not Recommended
Porsche 911,87.37,8.8,2,Luxury,Hybrid,Manual,Used,Luxury,Blue,Not Recommended
Porsche 911,163.91,14.5,2,Luxury,Hybrid,Manual,New,Sports,Blue,Recommended
Lamborghini Huracan,265.52,12.1,4,Luxury,Diesel,Automatic,New,Family,Grey,Not Recommended
Land Rover Range Rover,291.72,12.3,2,Luxury,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Porsche Panamera,148.65,13.6,4,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Rolls-Royce Phantom,84.29,12.1,4,Luxury,Diesel,Manual,Used,Sports,White,Recommended
Porsche Cayenne,252.91,13.8,5,Luxury,Diesel,Manual,New,Sports,Grey,Not Recommended
Jaguar F-Type,74.17,13.0,2,Luxury,Petrol,Manual,New,Luxury,White,Not Recommended
Porsche 911,41.21,14.3,2,Luxury,Hybrid,Automatic,New,Family,Grey,Not Recommended
Bentley Continental GT,78.36,6.1,4,Luxury,Diesel,Automatic,Used,Family,Grey,Recommended
Mercedes AMG GT,160.46,14.6,5,Luxury,Hybrid,Automatic,Used,Sports,Red,Recommended
Bentley Continental GT,163.97,14.2,2,Luxury,Petrol,Manual,Used,Sports,Red,Recommended
Bentley Continental GT,199.79,11.1,2,Luxury,Hybrid,Automatic,Used,Luxury,Black,Recommended
Rolls-Royce Phantom,291.56,9.9,4,Luxury,Petrol,Automatic,New,Sports,White,Recommended
BMW Z4,197.46,8.2,5,Luxury,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Rolls-Royce Ghost,298.47,6.0,2,Luxury,Petrol,Automatic,New,Sports,Blue,Recommended
Lexus LC500h,46.93,10.8,4,Luxury,Hybrid,Manual,Used,Sports,Grey,Recommended
Porsche Panamera,212.57,7.2,4,Luxury,Petrol,Automatic,Used,Sports,Grey,Not Recommended
Lamborghini Huracan,240.28,9.9,5,Luxury,Diesel,Manual,New,Sports,White,Recommended
Jaguar F-Type,103.82,14.7,2,Luxury,Diesel,Manual,Used,Sports,Grey,Recommended
Lexus LC500h,227.13,11.8,5,Luxury,Hybrid,Manual,New,Sports,White,Not Recommended
Lamborghini Huracan,64.46,10.0,4,Luxury,Diesel,Automatic,Used,Sports,White,Recommended
Porsche Cayenne,204.25,13.6,4,Luxury,Petrol,Manual,Used,Sports,Blue,Not Recommended
Jaguar F-Type,96.05,13.9,2,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
Mercedes AMG GT,266.65,7.0,5,Luxury,Hybrid,Manual,Used,Family,Blue,Not Recommended
Porsche Cayenne,86.88,14.5,2,Luxury,Diesel,Automatic,New,Luxury,Red,Recommended
Ferrari Roma,189.65,5.4,2,Luxury,Hybrid,Automatic,Used,Luxury,Black,Recommended
BMW M4,297.18,13.3,4,Luxury,Hybrid,Manual,New,Sports,White,Recommended
Porsche Panamera,152.89,10.2,2,Luxury,Diesel,Automatic,New,Family,Blue,Recommended
Land Rover Range Rover,257.23,14.8,4,Luxury,Diesel,Manual,Used,Family,White,Recommended
Jaguar F-Type,37.93,12.9,4,Luxury,Petrol,Automatic,New,Luxury,Red,Not Recommended
BMW M5,154.72,6.1,2,Luxury,Petrol,Manual,New,Luxury,Blue,Not Recommended
Porsche 911,281.86,7.1,2,Luxury,Diesel,Automatic,New,Family,Grey,Recommended
Jaguar XF,122.09,13.4,2,Luxury,Diesel,Automatic,New,Sports,Red,Not Recommended
Porsche Cayenne,219.89,10.9,5,Luxury,Petrol,Automatic,Used,Family,Grey,Recommended
Lexus LC500h,47.29,14.5,2,Luxury,Diesel,Automatic,Used,Luxury,Black,Recommended
Aston Martin Vantage,273.74,11.0,4,Luxury,Petrol,Manual,New,Family,Black,Recommended
BMW M5,56.82,8.3,2,Luxury,Hybrid,Manual,New,Family,Black,Not Recommended
Rolls-Royce Ghost,205.58,11.7,4,Luxury,Petrol,Manual,New,Luxury,Red,Not Recommended
Audi RS5,186.3,10.4,5,Luxury,Diesel,Manual,Used,Family,White,Not Recommended
Land Rover Range Rover,103.55,10.0,2,Luxury,Hybrid,Manual,Used,Luxury,Blue,Not Recommended
Aston Martin Vantage,143.62,9.9,5,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Audi RS7,91.83,6.2,2,Luxury,Hybrid,Automatic,Used,Luxury,Blue,Recommended
Jaguar XF,85.27,6.2,2,Luxury,Hybrid,Automatic,New,Family,Black,Recommended
Ferrari Roma,228.81,5.9,4,Luxury,Petrol,Automatic,New,Sports,Grey,Recommended
BMW M4,220.44,9.7,4,Luxury,Diesel,Automatic,Used,Sports,Black,Not Recommended
Porsche 911,297.71,6.3,2,Luxury,Diesel,Manual,New,Family,Blue,Recommended
Mercedes S-Class,93.4,7.7,2,Luxury,Petrol,Automatic,Used,Luxury,White,Not Recommended
Bentley Continental GT,208.78,12.8,5,Luxury,Hybrid,Manual,Used,Luxury,Grey,Recommended
Ferrari Roma,82.95,6.7,5,Luxury,Petrol,Manual,Used,Family,White,Recommended
Ferrari Roma,232.19,11.6,2,Luxury,Hybrid,Automatic,New,Sports,White,Not Recommended
Mercedes AMG GT,36.73,13.6,5,Luxury,Diesel,Automatic,New,Family,Red,Recommended
Lexus LC500h,169.93,10.6,2,Luxury,Petrol,Automatic,New,Family,White,Not Recommended
Porsche 911,134.12,11.7,4,Luxury,Petrol,Manual,Used,Luxury,Black,Recommended
Audi RS5,111.79,14.6,4,Luxury,Diesel,Manual,New,Luxury,Black,Not Recommended
Porsche 911,180.23,5.3,4,Luxury,Petrol,Manual,New,Family,Black,Recommended
Porsche Cayenne,31.46,7.2,5,Luxury,Hybrid,Manual,New,Sports,Blue,Not Recommended
Jaguar XF,110.75,11.5,2,Luxury,Hybrid,Automatic,Used,Luxury,Black,Recommended
BMW Z4,139.45,8.6,4,Luxury,Hybrid,Manual,New,Luxury,Black,Recommended
Range Rover Sport,68.53,14.4,2,Luxury,Diesel,Manual,Used,Sports,Black,Recommended
Jaguar F-Type,160.88,13.6,5,Luxury,Petrol,Automatic,New,Family,White,Not Recommended
Lexus LC500h,173.25,5.3,2,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
Audi RS7,298.15,5.6,2,Luxury,Diesel,Manual,Used,Sports,White,Recommended
BMW M5,224.93,14.9,2,Luxury,Diesel,Manual,New,Family,Grey,Not Recommended
Rolls-Royce Ghost,98.22,13.9,5,Luxury,Hybrid,Automatic,New,Sports,Blue,Not Recommended
Mercedes AMG GT,214.45,10.7,5,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Porsche Cayenne,35.68,11.7,2,Luxury,Petrol,Manual,New,Sports,White,Recommended
Rolls-Royce Ghost,52.0,13.8,5,Luxury,Petrol,Manual,New,Family,Blue,Recommended
Lamborghini Huracan,147.36,8.4,4,Luxury,Petrol,Automatic,New,Family,Black,Not Recommended
Bentley Continental GT,290.7,5.4,4,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Audi A8L,34.42,14.1,5,Luxury,Hybrid,Manual,New,Luxury,White,Recommended
BMW M4,101.84,13.9,4,Luxury,Hybrid,Automatic,Used,Luxury,White,Not Recommended
Jaguar F-Type,70.9,5.8,2,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
BMW Z4,289.8,9.6,4,Luxury,Petrol,Manual,Used,Family,White,Not Recommended
Bentley Continental GT,48.55,11.8,4,Luxury,Hybrid,Manual,Used,Luxury,Blue,Recommended
Jaguar XF,256.55,10.3,5,Luxury,Diesel,Manual,New,Family,Blue,Not Recommended
Porsche 911,32.87,14.7,2,Luxury,Diesel,Automatic,New,Family,Black,Recommended
Ferrari Roma,43.46,11.7,4,Luxury,Diesel,Automatic,New,Sports,White,Not Recommended
Lamborghini Huracan,267.08,7.4,4,Luxury,Petrol,Manual,Used,Family,Blue,Recommended
Jaguar XF,147.99,8.6,5,Luxury,Hybrid,Manual,New,Luxury,Grey,Recommended
Lexus LC500h,256.89,11.4,4,Luxury,Diesel,Manual,Used,Sports,White,Recommended
Mercedes AMG GT,175.86,12.4,4,Luxury,Petrol,Manual,Used,Luxury,Black,Recommended
Mercedes S-Class,231.77,11.1,5,Luxury,Diesel,Automatic,Used,Family,Black,Not Recommended
Mercedes AMG GT,113.46,8.0,2,Luxury,Diesel,Manual,New,Luxury,Grey,Not Recommended
BMW M5,59.04,11.7,4,Luxury,Hybrid,Manual,New,Family,Black,Recommended
Mercedes S-Class,276.57,8.9,2,Luxury,Diesel,Manual,Used,Luxury,White,Not Recommended
Mercedes AMG GT,82.84,5.4,4,Luxury,Hybrid,Manual,Used,Luxury,Red,Not Recommended
Ferrari Roma,91.95,5.6,4,Luxury,Petrol,Automatic,New,Sports,Blue,Recommended
Audi A8L,260.43,5.1,5,Luxury,Hybrid,Manual,New,Luxury,White,Not Recommended
BMW Z4,249.8,13.6,4,Luxury,Diesel,Automatic,New,Family,Red,Recommended
BMW M4,185.18,8.6,5,Luxury,Hybrid,Manual,Used,Family,Red,Not Recommended
Audi A8L,237.86,13.6,5,Luxury,Petrol,Automatic,Used,Luxury,Red,Recommended
Porsche Panamera,109.0,14.4,2,Luxury,Diesel,Manual,Used,Sports,Blue,Not Recommended
BMW Z4,118.59,6.4,5,Luxury,Hybrid,Automatic,New,Sports,Red,Recommended
Range Rover Sport,266.8,14.0,5,Luxury,Diesel,Manual,Used,Family,Grey,Not Recommended
Audi A8L,114.27,8.1,4,Luxury,Hybrid,Manual,Used,Sports,Blue,Recommended
Porsche Panamera,178.34,8.5,5,Luxury,Diesel,Manual,Used,Sports,Grey,Recommended
BMW M5,35.54,6.0,5,Luxury,Hybrid,Manual,Used,Family,Black,Recommended
Porsche 911,108.83,13.8,5,Luxury,Hybrid,Automatic,New,Family,White,Not Recommended
Land Rover Range Rover,140.28,7.3,4,Luxury,Hybrid,Automatic,New,Luxury,Red,Recommended
Rolls-Royce Ghost,57.28,8.9,2,Luxury,Hybrid,Automatic,New,Luxury,Grey,Recommended
Jaguar F-Type,274.86,6.5,5,Luxury,Hybrid,Manual,New,Family,White,Recommended
Porsche Cayenne,298.67,13.2,4,Luxury,Diesel,Automatic,New,Family,Red,Recommended
BMW M4,147.92,13.1,2,Luxury,Petrol,Automatic,Used,Sports,White,Not Recommended
Porsche Cayenne,160.62,9.3,2,Luxury,Diesel,Automatic,Used,Luxury,Black,Not Recommended
Range Rover Sport,146.48,6.5,5,Luxury,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Audi RS5,227.47,11.0,5,Luxury,Hybrid,Manual,New,Family,Blue,Not Recommended
BMW M5,211.84,5.7,2,Luxury,Hybrid,Automatic,Used,Luxury,Blue,Not Recommended
Jaguar XF,197.46,12.9,5,Luxury,Hybrid,Automatic,Used,Sports,White,Not Recommended
Bentley Continental GT,107.13,11.2,5,Luxury,Petrol,Manual,Used,Sports,Black,Not Recommended
Audi RS7,260.81,14.0,2,Luxury,Hybrid,Manual,Used,Sports,Grey,Recommended
Jaguar XF,132.74,12.7,2,Luxury,Diesel,Manual,New,Luxury,Blue,Recommended
Lamborghini Huracan,166.51,13.0,4,Luxury,Hybrid,Automatic,Used,Luxury,Red,Not Recommended
Lexus LC500h,241.95,13.7,2,Luxury,Diesel,Manual,Used,Luxury,Red,Recommended
Jaguar F-Type,111.59,9.1,2,Luxury,Hybrid,Manual,Used,Sports,Red,Recommended
Audi A8L,180.6,9.4,5,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
Land Rover Range Rover,55.29,6.6,5,Luxury,Hybrid,Manual,New,Family,Grey,Not Recommended
Lexus LC500h,48.98,7.7,5,Luxury,Diesel,Manual,New,Sports,Black,Recommended
Lexus LC500h,72.92,6.1,5,Luxury,Diesel,Automatic,New,Luxury,Black,Not Recommended
Land Rover Range Rover,188.61,10.1,2,Luxury,Petrol,Automatic,Used,Luxury,Black,Not Recommended
BMW Z4,140.78,9.0,4,Luxury,Hybrid,Automatic,New,Luxury,White,Not Recommended
Rolls-Royce Phantom,86.95,11.0,4,Luxury,Petrol,Manual,New,Family,White,Recommended
Rolls-Royce Ghost,250.11,9.8,2,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
Ferrari Roma,291.33,12.8,4,Luxury,Petrol,Automatic,New,Family,Red,Not Recommended
Audi A8L,77.98,11.4,5,Luxury,Hybrid,Manual,Used,Family,Grey,Not Recommended
